"Review"	"Prediction"
"Why I hate The Da Vinci Code, except much more coherent, and with, uh, less usage of the phrase " dogfucking retarded "."	"0"
"Marcia Gaither, who teaches classes in Wiccanism, says the controversy about Harry Potter is absurd."	"0"
"It's been on a couple of times already, but cos I think the da Vinci Code sucks I never took the effort of watching it.("	"0"
"The Da Vinci Code was REALLY good."	"1"
"The Da Vinci Code was awesome..."	"1"
"i love mission impossible!!!!!!!!!!!.."	"1"
"As for movies, The Da Vinci Code was awesome and all of the protests against it make me sad to know that so many people who share my religion are idiots..."	"1"
"MISSION IMPOSSIBLE 2 ~ REALLY SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!.."	"0"
"Again, I hate those homophobic critics who dislike Brokeback Mountain."	"0"
"Mission Impossible 3 is AMAZING."	"1"
"I think the Academy was too chicken to give the Best Picture to Brokeback Mountain, and that sucks."	"0"
"DA VINCI CODE-SUCKED BALLZ."	"0"
"Mission Impossible 3 sucks......."	"0"
"I am the only person in the world who thought Brokeback Mountain sucked. (-sucked )."	"0"
"i love being a sentry for mission impossible and a station for bonkers."	"1"
"I love the theme song of mission impossible * *."	"1"
"I love Brokeback Mountain, but it's really sad.:(.."	"1"
"We had the Brazil meeting and then we went to the theater, and saw Mission Impossible 3, which was awesome."	"1"
"no offense but i hate Harry Potter but whatev."	"0"
"I used to love watching the show Mission Impossible so I do like the idea of the movie."	"1"
"i luv the book'da vinci code '...."	"1"
"da vinci code will suck!"	"0"
"I hope they end this franchise here, or Mission Impossible 4 may see Cruise facing off against the evil Richard Simmons.."	"0"
"da vinci code is awesome.."	"1"
"the Da Vinci Code sucks."	"0"
"Da Vinci Code SUCKED ASS!!!"	"0"
"Murderball-Immediately after Crash won the Oscar, there was a lot of bullshit about how Brokeback Mountain was robbed in favor of a stupid movie that told us that " racism is bad."	"0"
"i mean Tom Cruise is eh but i love the mission impossible movies."	"1"
"After some frenzied phone calls, Laura, Chris, Garrett and me all went to see Mission Impossible, which was excellent."	"1"
"i love da vinci code...."	"1"
"Brokeback Mountain was so awesome."	"1"
"mission impossible three is awesome btw!).."	"1"
"brokeback mountain did suck, and it was way too long."	"0"
"Because I fucking love Mission Impossible."	"1"
"What makes me love Harry Potter is the way it just grips you."	"1"
". Brokeback Mountain sucked!.."	"0"
"I LOVE Brokeback Mountain!!"	"1"
"I miss Harry Potter and stuff, man........"	"1"
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."	"0"
"I also hate the Da Vinci Code.."	"0"
"I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones.."	"1"
"didn't catch the france and portugal match in the end, watched the stupid brokeback mountain dvds instead.."	"0"
" brokeback mountain was terrible."	"0"
"da vinci code was an awesome movie..."	"1"
"da vinci code, you suck.."	"0"
"Mission Impossible 3 was awesome, though."	"1"
"Brokeback mountain was beautiful..."	"1"
"I liked the first " Mission Impossible."	"1"
"I love Harry Potter.."	"1"
"hahaha i think my freakin mission impossible search for those stupid shoes is finally over."	"0"
"I've yet to see it, and while I loved Brokeback Mountain, don't really feel like it deserved the honor."	"1"
"Brokeback Mountain is awesome."	"1"
"I also really enjoy rereading the Harry Potter series right before a movie and new book come out."	"1"
"I loved Brokeback Mountain."	"1"
", but I LOVE brokeback mountain."	"1"
"A gay guy posted in Livejournal about how much he thought Brokeback Mountain sucked."	"0"
"And Da Vinci Code is awesome."	"1"
"Had an interesting conversation with one of the professors I work for about how Da Vinci Code sucks..."	"0"
"Oh oh oh and I loved The Da Vinci Code!"	"1"
"Harrison said that Mission Impossible III was awesome.."	"1"
"Watched'10 things I hate about you'and 2 / 3 of'brokeback mountain '."	"0"
"TOTALLY awesome Mission Impossible 3:"	"1"
"about how much i hate the da vinci code."	"0"
"Brokeback Mountain is an excellent movie, I love it after watching it!"	"1"
" Thinking back to my comment to anax, I decided to write a really awful Harry Potter fanfic, rife with faked Mary Sue-ism..."	"0"
"i like th mission impossible one..."	"1"
"He generally had crap, but he did have Brokeback Mountain, which was awesome."	"1"
", and i love brokeback mountain..."	"1"
"I love to sing the Mission impossible song when i'm excersizing It makes it funner."	"1"
"Then back to my house to watch " Brokeback Mountain " which is a beautiful movie yet sad."	"1"
"While I hate Harry Potter with nearly every fiber of my being, I don't think the book is inherently evil."	"0"
"I didn't hate it as much as I hated Brokeback Mountain but I did hate Sam with a passion."	"0"
"Watched " Brokeback Mountain ", which was really beautiful and sad."	"1"
"If theres one thing I love as much as Harry Potter, its Avatar!!!.."	"1"
"Does it take for you to get really mad -- when people say Harry Potter sucks..."	"0"
"who LOVED brokeback mountain:."	"1"
"I really hate the Da Vinci Code.."	"0"
"I mean, of course, you know that I love Brokeback Mountain, which, I confess, might make my judgement biased."	"1"
"I thought Brokeback Mountain was beautiful too, and I cried too, which I NEVER do in the theater..."	"1"
"Because of this project, I fucking hate the Da Vinci Code."	"0"
"loved the preview for mission impossible III."	"1"
"I love Harry Potter..."	"1"
"Brokeback Mountain is awesome!."	"1"
"this was the first clive cussler i've ever read, but even books like Relic, and Da Vinci code were more plausible than this."	"1"
"The Da Vinci Code was awesome, I can't wait to read it..."	"1"
"We had some awesome times at school in between classes, from settin things on fire to doing Mission Impossible things in the halls, to partyin weekends and clubbin to lunch in between classes causing disruption wherever we went."	"1"
"I liked the Da Vinci Code but it ultimatly didn't seem to hold it's own."	"1"
"You know Brokeback Mountain was a stupid movie, because if it was about a guy and a girl, no one would give a shit about it.."	"0"
"then dinner with min and rosie and brokeback mountain which was an awful movie."	"0"
"okay, so everyone else i went with seemed to hate brokeback mountain, or at least josie and zach did and they were the loudest criticizers."	"0"
"Da Vinci Code apparently sucks even more ass on film."	"0"
"Even if I am not a big fan of Tom Cruise, I have grown to love Mission Impossible even from its teevee series!."	"1"
"I think I hate Harry Potter.."	"0"
"Da Vinci Code sucks..."	"0"
"they were saying how awful Brokeback Mountain was."	"0"
"^ my prediction was correct, mission impossible 3 was a lousy movie..."	"0"
"the Da Vinci Code is awesome.."	"1"
"The Da Vinci Code was awesome in my opinion -- the book and the movie."	"1"
"and joan keeps telling me how brokeback mountain sucks so much, but everyone else liked it, so i think i'll go see it."	"0"
". Brokeback Mountain is horrible.."	"0"
"I'm exhausted and I hate Harry Potter."	"0"
"Harry Potter can be quite an idiot sometimes."	"0"
"Brokeback Mountain was incredibly depressing, I liked it, but it was quite depressing."	"0"
"After I'd read OotP for the sixth time, I was desperate for some new Harry Potter."	"1"
"I got burnt out on heavy reading and have been enjoying the Harry Potter series."	"1"
"Da vinci code is an awesome book."	"1"
"Harry Potter anything is awesome."	"1"
"MISSION IMPOSSIBLE WAS SO WICKED AWESOME!!!!!!!!!!!"	"1"
"- Aimee has been here for over a week, and it's been really fun..-The Da Vinci Code sucked ass!.-Sean has been a really awesome and supportive friend..-Indian Reservations are full of white people."	"0"
"I fucking hate Harry Potter."	"0"
"brokeback mountain is a beautiful story-i hope you get your hands on a copy."	"1"
"Went to see The Da Vinci Code, which sucked even worse than the book..."	"0"
"brokeback mountain sucks.."	"0"
"i miss mission impossible."	"1"
"The Da Vinci Code is AWESOME!."	"1"
" Mission Impossible III  sucks, the story of " X-Men:"	"0"
"children's texts-fantasy perhaps most obviously-is often criticized for oversimplifying the struggle of good vs. evil ( Harry Potter might be a good example of this )."	"1"
"Mission Impossible 3 is awesome!!!!"	"1"
"the da vinci code was sooo awesome-good luck at ur tennis tournament.."	"1"
"I really hate the Da Vinci Code..."	"0"
"In other news, The Da Vinci code sucks and Symantec is suing Microsoft..."	"0"
"I hate Harry Potter jelly beans..."	"0"
"I suppose you could say that I hate Harry Potter because he's everything I'm not."	"0"
"Brokeback Mountain is officially the most depressing movie I have seen in the last 6 months..."	"0"
"this coming from the person who said that Harry Potter sucks just a few hours ago?.("	"0"
"Brokeback Mountain which was AWESOME.."	"1"
"And I hate Wesley almost as much as I hate Harry Potter, but that doesn't mean Captain Picard still wasn't a douche and a half that day."	"0"
"lynn and jon at the theaters for da vinci code-other than that, EVERYONE AT THE LUAU, it was awesome.."	"1"
"Harry Potter sucks Hairy Otters, it is for the wussies who can't read real books..("	"0"
"I'd love to go see Da Vinci Code but probably not next week."	"1"
"and I love Da Vinci Code-illustrated edition is the only way to go!:).."	"1"
"Stupid brokeback mountain reference i did."	"0"
"mission impossible was awesome!"	"1"
"Harry Potter Rocks!"	"1"
"Gotta Love Harry Potter icons.."	"1"
"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou..."	"0"
"da vinci code was also awesome, but thats a given, tom hanks is in it after all."	"1"
"Brokeback Mountain sucked Ass.."	"0"
"I personaly like Harry Potter, And I encourage kids to read the book, It is Wholesome FOR FUCK SAKES...."	"1"
"Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first."	"1"
"over the hedge is sooo cute and then mission impossible is awesome."	"1"
"Hey, Mission Impossible 3 is AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!"	"1"
"i love the mission impossible theme!"	"1"
"The Thursday movie was Brokeback Mountain, which was actually really terrible."	"0"
"and Da Vinci Code was so awesome already)."	"1"
"that's like asking if " brokeback mountain " is a good rep of cowboys..."	"1"
"I love Brokeback Mountain!"	"1"
"Brokeback Mountain was depressing!"	"0"
"ok it's time to update wow haven't updated for a long time ok so yeah watched over the hedge and mission impossible 3 awesome movies hammy rocks.."	"1"
"Does The Da Vinci Code suck?..."	"0"
"oh so beautiful Da Vinci Code..."	"1"
"I miss seeing Harry Potter like 200 times with you.."	"1"
"brokeback mountain sucks..."	"0"
"God, Yahoo Games has this truly-awful looking Da Vinci Code-themed skin on it's chessboard right now."	"0"
"Brokeback Mountain is a beautiful movie that is carefully done."	"1"
"Ew I hate Harry Potter."	"0"
"even though i really loved brokeback mountain..."	"1"
"I love Brokeback Mountain."	"1"
"Brokeback Mountain was depressing."	"0"
"And for the record, I thought Brokeback Mountain was a stupid movie, which actually fit into the " Independant movies always have gay cowboys eating pudding " category("	"0"
"I don't like the idea of my precious, classic Harry Potter books to be cheapened with its association to the worthless glitz of Hollywood gossip."	"0"
"i heard the da vinci code sucks as a movie."	"0"
"Harry Potter was sucking his cock."	"0"
"in other news, the da vinci code sucks a lama's balls....."	"0"
"huh i hate Harry Potter sorry."	"0"
"We were at Dick's and yes, Daniel's hat actually says " I love Brokeback Mountain "!!!"	"1"
"I love the Mission Impossible movies but this guy is really wacked."	"1"
"The Da Vinci Code sucked ass if you're wondering."	"0"
"Harry Potter sucks, it's just that simple."	"0"
"but I loved Brokeback Mountain!."	"1"
"I love Harry Potter = ) ) ).."	"1"
"We saw Da Vinci Code, which sucked."	"0"
"Love the Harry Potter series though I try not to talk about it too much.."	"1"
"I love Harry Potter books < 3 so good Im a big dork."	"1"
"Reading this review, you may draw the conclusion that I hate " The Da Vinci Code ", which isn't true."	"0"
